id,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,range.mean,range.sd,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,best_node.mean,best_node.sd,elite_nn.mean,elite_nn.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,linear_discr.mean,linear_discr.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd,worst_node.mean,worst_node.sd
3,0.29356154799461365,0.3811733424663544,0.5104773044586182,0.4125944674015045,0.011264080100125156,0.7997997999191284,,0.0,0.26101863384246826,0.31228408217430115,0.998575538655458,0.08060770481824875,0.09776972234249116,0.010701961815357208,0.01814648881554604,0.13260358572006226,0.15395432710647586,61.28926738573655,0.5,0.0314171239733696,,,0.7692281603813171,1.156664097834437e-06,5.3147555263421955e-06,88.77777777777777,0.3611111044883728,0.4871360957622528,1.4927600622177124,0.4024900794029236,110.92395782470705,531.0862426757811,0.0,0.0,1.0277777910232544,0.1666666567325592,0.7653403282165527,0.2373824566602707,0.8611111044883728,0.3507362008094788,0.0,0.0,0.01629282906651497,0.03974685072898865,36,35,0,2,0.012698412698311918,1,3196,0,36,23,30.331409370678816,,1.0277777910232544,0.1666666567325592,0.3333395719528198,0.14866827428340912,0.0995979065722722,-4.359872817993163,9.821420669555664,0.4952124357223511,0.02778647094964981,0.8119570016860962,0.29339441657066345,0.13260358572006226,0.08799419552087784,0.3603202892544475,0.4899618029594421,0.12725324928760529,0.5222159624099731,0.0006838809931650758,55,9.109090805053713,3.1953248977661133,0.01818181574344635,0.04430364817380905,18149.001953125,45089.1171875,0.5,0.1414213627576828,0.8932393789291382,0.07471739500761032,0.6081186532974243,0.09356459975242616,54,1.5,0.016896120150187734,3.375,2.217355728149414,1.625,0.7071067690849304,0.7647145986557007,0.07678861171007156,0.5875127911567688,0.14912943542003632,8.201834678649902,3.357633113861084,0.054818950593471534,0.09267132729291916,0.05396784096956253,0.09525787830352783,0.0277777761220932,0.06489095836877823,0.4712559282779694,0.10654204338788986
6,0.03317202627658844,0.046998485922813416,2.9744281768798833,0.2553794384002685,0.0008,0.4678351581096649,0.2779189646244049,0.0,0.09957724809646606,0.07452350109815598,4.699810726573159,0.1828959286212921,0.2088339924812317,0.949367880821228,1.15080988407135,5.344023704528809,6.297241687774657,9.49055358488765,0.038461539894342416,0.0011587328044697642,,,4.932416915893555,3.206433393643237e-05,7.003481732681394e-05,1250.0,2.625,0.7187952995300293,7.17902946472168,0.4191437959671021,0.6968936920166016,0.6926791071891785,2.0385749340057373,0.7412999868392944,15.0,0.0,5.9254655838012695,1.821919560432434,5.75,1.9148542881011963,0.0,0.0,0.4952093064785004,0.3199243247509003,16,0,0,26,0.12499999999479168,16,20000,0,16,15,5.006405726045308,,15.0,0.0,2.2737712860107417,0.4307987689971924,1.8428306183831364,0.2902534902095795,0.4700895845890045,0.06245312094688416,0.0,5.84193229675293,1.9171175956726076,5.344023704528809,2.054561853408813,0.0009799781945214073,0.0718027800321579,0.0017295375000685453,0.09435144066810608,0.018837619572877884,2235,16.102909088134766,4.0669379234313965,0.0004474273009691387,0.0018696282058954239,180192096.0,874161984.0,0.038461536169052124,0.009493458084762095,0.7013683915138245,0.013198112137615679,0.6424087882041931,0.01087086834013462,2234,139.625,0.1117,79.78571319580078,73.75101470947266,143.1999969482422,38.56941604614258,0.9602985382080078,0.004546248819679022,0.06327873468399048,0.013311825692653656,15.106735229492188,4.2982497215271005,0.03679211437702179,0.05257170647382736,0.003280630800873041,0.0138905206695199,0.0625,0.04145177081227303,0.05099854618310928,0.002417678944766521
11,-6.249999962015806e-10,5.797950450123035e-17,2.3219280242919917,0.0,0.0064,0.423927366733551,0.5638095140457153,0.0,0.04375595226883888,0.0,1.318116246441582,0.0,0.0,0.0,0.0,2.0032050609588623,0.0,9.73826567792496,0.3333333432674408,0.22077876329422,2.605171203613281,1.9466796175038328e-07,1.2190676927566528,2.189781188964844,1.376510283535026e-07,156.25,2.0,0.0,3.504689931869507,0.0,-1.3054356575012207,0.0,1.4825999736785889,0.0,5.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.13535431027412415,0.0,4,0,0,3,0.0,2,625,0,4,0,16.154445015253728,,4.0,0.0,1.4153462648391724,0.0,1.057552965930766,0.0,0.0,0.1987179517745972,0.0,3.0,0.0,2.0032050609588623,0.0,0.32312157383786844,0.4512984752655029,0.10190348327159883,0.3820296823978424,0.23021100461483,161,8.111801147460938,1.453417420387268,0.006211180239915848,0.014286641031503676,7467.00927734375,5244.84765625,0.3333333432674408,0.02585920691490173,0.8542909622192383,0.05927237123250961,0.8407989740371704,0.09856989979743958,160,40.0,0.256,16.0,11.944315910339355,41.33333206176758,2.309401035308838,0.7109133005142212,0.08022208511829376,0.6126919388771057,0.05435067415237427,7.140186786651611,1.9642837047576904,0.12501457333564758,0.07488376647233963,0.040688082575798035,0.03823166713118553,0.25,0.0210285559296608,0.6393585801124573,0.09776046872138976
12,0.033576399087905884,0.05009167268872261,3.524252653121948,0.12456779181957245,0.10800000000000001,0.9992507100105286,0.0012978427112102509,0.0,0.08749956637620926,0.02844957448542118,3.3219280948873617,0.2496260702610016,0.19686926901340485,724.1861572265625,1725.1678466796875,4581.54296875,28058.779296875,5.317641097190179,0.10000000149011612,0.0,,,1216.083984375,304.2240905761719,345.87725830078125,9.25925925925926,69.26041412353516,66.23976898193361,6.221481323242188,0.18510036170482635,-0.3200811743736267,0.5393288731575012,49.47148132324219,47.52936935424805,474.6111145019531,480.63031005859375,318.2703857421875,346.74517822265625,318.1134338378906,348.9423828125,188.0601806640625,237.68820190429688,0.6246995329856873,0.17937685549259186,216,0,0,10,0.11119724375535936,3,2000,1,216,131,4.64151604888887,,286.5509338378906,267.6121826171875,49.58131790161133,46.18562316894531,3.3011604965508177,0.02751917764544487,0.4249703586101532,0.018878348171710968,0.01891430467367172,317.91851806640625,348.0111083984375,4581.54296875,5584.12548828125,-3.904811990718162e-16,0.1919999867677689,0.005868935491889715,0.2430000007152557,0.033266600221395486,119,10.151260375976562,3.2951905727386475,0.008403362706303595,0.021809682250022888,62038.42578125,137567.75,0.10000000894069673,0.03746596723794937,0.9810000658035278,0.00843273289501667,0.9244999885559082,0.015356861986219885,118,0.5462962962962963,0.059000000000000004,6.941176414489746,4.9430580139160165,1.314606785774231,0.5953513979911804,0.947499930858612,0.01874537393450737,0.1810000240802765,0.01852925680577755,9.198311805725098,3.512495279312134,0.057947587221860886,0.0840582326054573,0.04030666872859001,0.07319700717926025,0.004629629198461771,0.015200383961200712,0.19549998641014102,0.005986095871776342
14,0.011349091306328772,0.007512731943279505,3.5849568843841557,1.5505153214689924e-06,0.038,0.7214370965957642,0.23007394373416898,0.0,0.03862249851226807,0.03471880033612251,3.3219280948873617,0.14589066803455353,0.1035204529762268,0.0007167773437686265,0.0009834524244070053,0.005520282778888941,0.012127961032092571,11.400915502303189,0.10000000149011612,0.0,0.111769899725914,0.058905303478240974,0.8428019285202026,0.08416001498699187,0.04566589370369911,26.315789473684212,0.09598726034164427,0.053104806691408164,6.6155104637146,0.23040829598903656,0.11259553581476213,0.6362909078598022,0.06997289508581161,0.03795016929507256,0.3819513618946075,0.14996470510959625,0.13203206658363342,0.06846331804990767,0.12622766196727753,0.06987199932336807,0.0031921565532684326,0.002479226561263204,0.2913737893104553,0.23040825128555295,76,0,0,10,0.00631578947367313,9,2000,0,76,69,11.303633401555256,,0.3787591755390167,0.1483534723520279,0.06710795313119887,0.032099265605211265,0.005857333297368099,0.5438839793205261,0.2488123029470444,1.6150988813024012e-06,5.298020369082224e-07,0.12739264965057373,0.06888200342655182,0.005520282778888941,0.005878874100744724,5.040480574905418e-05,0.19099998474121094,0.008096635341644287,0.2290000170469284,0.03935592249035835,237,11.202531814575195,3.4174764156341557,0.0042194100096821785,0.012429135851562023,331114.125,829528.625,0.10000000149011612,0.052551928907632835,0.8060000538825989,0.02389792911708355,0.765999972820282,0.02601281926035881,236,3.1052631578947367,0.11800000000000001,12.421052932739258,8.520013809204103,3.308823585510254,2.22104811668396,0.8269999623298645,0.021239379420876503,0.1535000056028366,0.022736411541700363,10.2283296585083,3.6561245918273926,0.05177755653858185,0.07517648488283157,0.023157095536589626,0.04941820353269577,0.013157892972230913,0.027314448729157448,0.1339999884366989,0.01264911238104105
15,0.20289684832096103,0.09581706672906876,1.848295211791992,0.5849453210830688,0.012875536480686695,0.9147446155548096,,0.0,0.2489555925130844,0.1016220599412918,0.9293179372497984,0.6006207466125488,0.1321740448474884,4.663628101348877,1.842192888259888,7.812612056732178,15.29513454437256,1.8825556870758875,0.5,0.21951670944690704,2.2423133850097656,0.6302935481071472,13.25735092163086,1.738688349723816,0.4816467761993408,77.66666666666667,3.0,1.3228756189346311,2.283966064453125,0.5278042554855347,1.6558856964111328,4.1624794006347665,0.4941999614238739,1.0483564138412476,10.0,0.0,3.135704040527344,0.7487550973892212,1.6666666269302368,1.1180340051651,1.0,0.0,0.4936469793319702,0.13706377148628235,9,0,0,2,0.7499999998958333,1,699,0,9,5,2.7441636659350443,,9.0,0.0,2.746413230895996,0.5509575605392456,1.4481782758999833,1.4724235534667969,0.841281533241272,0.09893539547920227,0.005077371839433909,2.2329676151275635,0.8563711047172546,7.812611103057861,2.9157650470733643,0.1632422584028851,0.9043432474136353,0.04597843438386917,0.8563730120658875,0.17957180738449094,33,5.939393997192383,1.6382039785385132,0.030303029343485832,0.1034240871667862,483.009521484375,360.6400451660156,0.5,0.14999234676361084,0.9572623968124391,0.04437218979001045,0.9586502313613892,0.028569353744387627,32,3.555555555555556,0.045779685264663805,4.0,1.8516402244567869,3.375,1.6850179433822632,0.9515268206596376,0.04174081236124039,0.8943201303482056,0.04103171825408936,5.046154022216797,1.9877026081085205,0.13833795487880707,0.1107804924249649,0.12878787517547607,0.10722853988409042,0.1111111268401146,0.23485974967479706,0.8298687934875488,0.07055288553237915
16,0.008654044009745121,0.0034985824022442107,3.584956645965576,1.081364985111577e-06,0.032,0.8098471164703369,0.1144689992070198,0.0,0.036046609282493584,0.025178888812661167,3.3219280948873617,0.1072004735469818,0.08336768299341203,0.5524603128433228,0.9243396520614624,6.491588592529298,13.013809204101562,12.060030436464036,0.10000000149011612,0.0,,,22.83385467529297,,,31.25,2.9604337215423584,2.0538280010223393,6.6314353942871085,0.18086698651313785,-0.05149001628160477,0.25343790650367737,2.1821022033691406,1.492337703704834,6.89372444152832,3.9036383628845215,0.05308474600315094,0.7394593358039856,0.045688554644584656,0.7425865530967712,-6.756514549255371,3.373929262161255,0.2754493951797485,0.1808668076992035,64,0,0,10,0.0004960317460305159,9,2000,28,64,61,12.014937217849276,,13.650238990783693,7.023282527923584,2.1526627540588383,1.3737239837646484,1.851103419708128,-0.004279248882085085,0.16445839405059814,1.5170674032560785e-06,5.363523669643656e-08,0.04625144228339195,0.7426381111145021,6.491588592529298,9.755558013916016,1.2562743623196692e-05,0.1879999935626984,0.007527724839746951,0.2795000076293945,0.026294276118278503,186,9.172042846679688,2.213587760925293,0.005376344081014396,0.01512580644339323,26000.337890625,38869.72265625,0.10000000149011612,0.0232560969889164,0.9510000348091124,0.011972191743552685,0.9389999508857728,0.021959548816084862,185,2.890625,0.0925,13.214285850524902,10.482063293457033,3.301886796951294,2.325319766998291,0.9739998579025269,0.011972207576036452,0.14249999821186066,0.01476670615375042,8.199460983276367,2.573902368545532,0.07865150272846222,0.08956898003816605,0.033042989671230316,0.04568686708807945,0.015625,0.02967504225671292,0.1444999873638153,0.020337432622909542
18,0.2498230040073395,0.2026091068983078,2.6010475158691406,1.1132057905197144,0.003,0.6018713712692261,0.3431772589683533,0.0,0.452614426612854,0.32442232966423035,3.3219280948873617,0.572757363319397,0.3213095963001251,6498.5537109375,23504.32421875,2353407.5,5764630.5,2.6814931207526422,0.10000000149011612,0.0,,,1720.8843994140625,695.152099609375,1628.299072265625,333.3333333333333,1006.6428833007812,2443.653564453125,4.684140682220459,1.02084219455719,-0.5403572916984558,0.4127961695194245,708.3668823242188,1721.29248046875,2969.839111328125,7154.2451171875,1052.6998291015623,2500.476318359375,901.68701171875,2133.722412109375,256.69781494140625,580.8272705078125,1.2388352155685425,0.2768004834651947,6,0,0,10,0.7333333330888888,6,2000,0,6,1,1.0995912406086523,,2713.141357421875,6574.396484375,630.9071044921875,1531.8082275390625,,0.5307703018188477,0.3663418591022492,0.10697010159492493,0.13428187370300293,960.9828491210938,2278.14208984375,2353407.75,5764340.0,0.0015175376020758365,0.1979999989271164,0.004830459598451853,0.3025000095367432,0.08186201751232147,516,16.164728164672848,7.253923892974853,0.0019379844889044762,0.006713992450386286,14608997376.0,95862636544.0,0.10000000149011612,0.08361180126667023,0.7389999628067017,0.018973665311932564,0.6944999694824219,0.026920672506093982,515,85.83333333333333,0.2575,14.30555534362793,12.82368278503418,102.5999984741211,87.13667297363281,0.445499986410141,0.026609310880303383,0.19900000095367432,0.002108189510181546,15.181377410888672,7.371229648590088,0.026830671355128292,0.04973449185490608,0.009795061312615871,0.03608734905719757,0.1666666716337204,0.07401575893163681,0.19749999046325686,0.004859128035604954
22,0.029357077553868294,0.06805448979139328,3.5849571228027344,1.418366196048737e-06,0.0235,0.7160987854003906,0.25578629970550537,0.0,0.05397893860936165,0.0241114292293787,3.3219280948873617,0.25776731967926025,0.21297228336334229,386.5445861816406,828.0089721679688,2910.4384765625,7370.015625,8.331038598282442,0.10000000149011612,0.0,76.10955047607422,100.6161880493164,695.8377075195312,59.27452850341797,97.41204833984376,42.5531914893617,56.50729370117188,51.86985397338867,6.508143424987793,0.17152056097984314,0.7268303632736206,1.4168759584426882,40.9875602722168,37.67096710205078,221.2252349853516,207.4585266113281,88.63642120361328,105.16803741455078,83.48502349853516,103.6820297241211,13.034600257873535,49.827003479003906,0.3987411856651306,0.17152024805545807,47,0,0,10,0.1267345050872954,9,2000,0,47,40,7.99068567083946,,208.19061279296875,186.0390625,40.12545776367188,36.45073318481445,,0.7896441817283629,0.4869306683540344,4.273884314898169e-06,3.892503627866971e-06,84.67692565917969,104.00831604003906,2910.4384765625,3886.029296875,0.00011890223103566218,0.18549999594688416,0.006851597223430872,0.1835000216960907,0.01886354386806488,344,15.595930099487305,9.985241889953613,0.0029069767333567142,0.009571279399096966,516696443977728.0,4812270873870336.0,0.10000000149011612,0.07288986444473268,0.8140000104904175,0.03264285996556282,0.7265000343322754,0.018416479229927063,343,7.297872340425532,0.1715,6.47169828414917,8.817821502685547,7.3043479919433585,3.2171039581298833,0.8000000119209291,0.021858133375644684,0.17149999737739566,0.01856669597327709,14.620087623596193,10.065082550048828,0.01798469945788384,0.046015355736017234,0.0161174014210701,0.04233253002166748,0.02127659879624844,0.02664235606789589,0.15699999034404755,0.01873795874416828
23,0.03292977437376976,0.045484110713005066,1.5913807153701782,0.9861693978309632,0.006109979633401222,0.32866257429122925,0.09589415788650513,0.0,0.019023515284061432,0.009411961771547794,1.5390345832497476,0.1768960952758789,0.1517072468996048,0.5174462795257568,1.7413253784179688,8.55904483795166,22.879568099975586,43.151781008076384,0.3333333432674408,0.1011609435081482,,,1.6566495895385742,3.38400673866272,10.152020454406738,163.66666666666666,2.5555555820465092,4.0345730781555185,3.0947496891021733,0.9644856452941896,0.9183725714683532,3.09006404876709,1.8120665550231931,2.849696159362793,8.88888931274414,15.751543998718262,5.014859676361084,10.36773681640625,5.0,10.173495292663574,1.7777777910232544,5.333333015441895,0.035665612667799,0.02564188838005066,9,3,0,3,0.05555555554783951,2,1473,0,9,5,43.619472086415044,,7.111111164093018,10.775486946105957,1.7011139392852783,2.524562120437622,1.0444744907804369,-0.13530614972114566,1.5582191944122314,0.2879697680473328,0.17916856706142426,5.013684749603272,10.147601127624512,8.559045791625978,22.23809814453125,0.7854620814524854,0.4270256459712982,0.0021418379619717602,0.38825869560241705,0.03128962591290474,689,13.59071159362793,3.574900388717652,0.0014513788046315312,0.002729804720729589,6529656.5,24163300.0,0.3333333432674408,0.0340481661260128,0.511854350566864,0.03116967715322972,0.4664095342159271,0.038013860583305366,688,76.44444444444444,0.4670739986422268,29.913043975830078,25.27649307250977,57.5,31.08513641357422,0.4609435498714447,0.04108824580907822,0.4310796856880188,0.01252115052193403,12.601306915283205,3.8244657516479488,0.0415654182434082,0.05584224686026573,0.00791664607822895,0.0301570538431406,0.1111111119389534,0.09419930726289748,0.4270256459712982,0.0021418379619717602
