id,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,range.mean,range.sd,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,best_node.mean,best_node.sd,elite_nn.mean,elite_nn.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,linear_discr.mean,linear_discr.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd,worst_node.mean,worst_node.sd,best_node,elite_nn,leaves_branch,leaves_corrob,leaves_homo,leaves_per_class,linear_discr,naive_bayes,nodes_per_level,nodes_repeated,one_nn,random_node,tree_depth,tree_imbalance,tree_shape,var_importance,worst_node
3,0.29356154799461365,0.3811733424663544,0.5104773044586182,0.4125944674015045,0.011264080100125156,0.7997997999191284,,0.0,0.26101863384246826,0.31228408217430115,0.998575538655458,0.08060770481824875,0.09776972234249116,0.010701961815357208,0.01814648881554604,0.13260358572006226,0.15395432710647586,61.28926738573655,0.5,0.0314171239733696,,,0.7692281603813171,1.156664097834437e-06,5.3147555263421955e-06,88.77777777777777,0.3611111044883728,0.4871360957622528,1.4927600622177124,0.4024900794029236,110.92395782470705,531.0862426757811,0.0,0.0,1.0277777910232544,0.1666666567325592,0.7653403282165527,0.2373824566602707,0.8611111044883728,0.3507362008094788,0.0,0.0,0.01629282906651497,0.03974685072898865,36,35,0,2,0.012698412698311918,1,3196,0,36,23,30.331409370678816,,1.0277777910232544,0.1666666567325592,0.3333395719528198,0.14866827428340912,0.0995979065722722,-4.359872817993163,9.821420669555664,0.4952124357223511,0.02778647094964981,0.8119570016860962,0.29339441657066345,0.13260358572006226,0.08799419552087784,0.3603202892544475,0.4899618029594421,0.12725324928760529,0.5222159624099731,0.0006838809931650758,55.0,9.109090805053713,3.1953248977661133,0.0181818176060915,0.04430364817380905,18149.00390625,45089.1171875,0.5,0.1414213627576828,0.8932393789291382,0.07471739500761032,0.6081186532974243,0.09356459975242616,54.0,1.5,0.016896120150187734,3.375,2.217355728149414,1.625,0.6599119901657104,0.7647145986557007,0.07678861171007156,0.5779932141304016,0.08503198623657228,8.201834678649902,3.357633113861084,0.054818950593471534,0.09267132729291916,0.05396784096956253,0.09525788575410844,0.0277777761220932,0.06488984823226929,0.4768809378147125,0.11090695112943648,,,,,,,,,,,,,,,,,
6,0.03317202627658844,0.046998485922813416,2.9744281768798833,0.2553794384002685,0.0008,0.4678351581096649,0.2779189646244049,0.0,0.09957724809646606,0.07452350109815598,4.699810726573159,0.1828959286212921,0.2088339924812317,0.949367880821228,1.15080988407135,5.344023704528809,6.297241687774657,9.49055358488765,0.038461539894342416,0.0011587328044697642,,,4.932416915893555,3.206433393643237e-05,7.003481732681394e-05,1250.0,2.625,0.7187952995300293,7.17902946472168,0.4191437959671021,0.6968936920166016,0.6926791071891785,2.0385749340057373,0.7412999868392944,15.0,0.0,5.9254655838012695,1.821919560432434,5.75,1.9148542881011963,0.0,0.0,0.4952093064785004,0.3199243247509003,16,0,0,26,0.12499999999479168,16,20000,0,16,15,5.006405726045308,,15.0,0.0,2.2737712860107417,0.4307987689971924,1.8428306183831364,0.2902534902095795,0.4700895845890045,0.06245312094688416,0.0,5.84193229675293,1.9171175956726076,5.344023704528809,2.054561853408813,0.0009799781945214073,0.0718027800321579,0.0017295375000685453,0.09435144066810608,0.018837619572877884,2241.0,16.114234924316403,4.073036193847656,0.00044622935820370907,0.0018672578735277055,205813392.0,1438054656.0,0.038461539894342416,0.009595504030585287,0.7013683915138245,0.013198112137615679,0.6424087882041931,0.01087086834013462,2240.0,140.0,0.11199999999999999,77.24137878417969,74.10255432128906,143.26666259765625,35.09062957763672,0.9602985382080078,0.004546248819679022,0.060509771108627326,0.012513707391917706,15.118054389953613,4.304029941558838,0.0353836752474308,0.051949981600046165,0.0032735588029026985,0.01386165153235197,0.0625,0.04164986312389374,0.050399743020534515,0.002217269502580166,,,,,,,,,,,,,,,,,
11,-6.249999962015806e-10,5.797950450123035e-17,2.3219280242919917,0.0,0.0064,0.423927366733551,0.5638095140457153,0.0,0.04375595226883888,0.0,1.318116246441582,0.0,0.0,0.0,0.0,2.0032050609588623,0.0,9.73826567792496,0.3333333432674408,0.22077876329422,2.605171203613281,1.9466796175038328e-07,1.2190676927566528,2.189781188964844,1.376510283535026e-07,156.25,2.0,0.0,3.504689931869507,0.0,-1.3054356575012207,0.0,1.4825999736785889,0.0,5.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.13535431027412415,0.0,4,0,0,3,0.0,2,625,0,4,0,16.154445015253728,,4.0,0.0,1.4153462648391724,0.0,1.057552965930766,0.0,0.0,0.1987179517745972,0.0,3.0,0.0,2.0032050609588623,0.0,0.32312157383786844,0.4512984752655029,0.10190348327159883,0.3590541481971741,0.21960096061229706,161.0,8.111801147460938,1.453417420387268,0.006211180239915848,0.014286641962826254,7467.00927734375,5244.84765625,0.3333333134651184,0.02585920691490173,0.8542909622192383,0.05927237123250961,0.8407989740371704,0.09856989979743958,160.0,40.0,0.256,16.0,11.944315910339355,42.33333206176758,4.725815773010254,0.7109133005142212,0.08022208511829376,0.5522352457046509,0.1817810535430908,7.140186786651611,1.9642839431762693,0.12501457333564758,0.07488376647233963,0.040688082575798035,0.03823166713118553,0.25,0.014641585759818554,0.6619971394538879,0.09910962730646132,,,,,,,,,,,,,,,,,
12,0.033576399087905884,0.05009167268872261,3.524252653121948,0.12456779181957245,0.10800000000000001,0.9992507100105286,0.0012978427112102509,0.0,0.08749956637620926,0.02844957448542118,3.3219280948873617,0.2496260702610016,0.19686926901340485,724.1861572265625,1725.1678466796875,4581.54296875,28058.779296875,5.317641097190179,0.10000000149011612,0.0,,,1216.083984375,304.2240905761719,345.87725830078125,9.25925925925926,69.26041412353516,66.23976898193361,6.221481323242188,0.18510036170482635,-0.3200811743736267,0.5393288731575012,49.47148132324219,47.52936935424805,474.6111145019531,480.63031005859375,318.2703857421875,346.74517822265625,318.1134338378906,348.9423828125,188.0601806640625,237.68820190429688,0.6246995329856873,0.17937685549259186,216,0,0,10,0.11119724375535936,3,2000,1,216,131,4.64151604888887,,286.5509338378906,267.6121826171875,49.58131790161133,46.18562316894531,3.3011604965508177,0.02751917764544487,0.4249703586101532,0.018878348171710968,0.01891430467367172,317.91851806640625,348.0111083984375,4581.54296875,5584.12548828125,-3.904811990718162e-16,0.1919999867677689,0.005868935491889715,0.2384999990463257,0.02321996167302132,119.0,10.159664154052734,3.3037807941436768,0.008403361774981022,0.02180968038737774,62460.9140625,137584.046875,0.10000000894069673,0.03746596723794937,0.9810000658035278,0.00843273289501667,0.9244999885559082,0.015356861986219885,118.0,0.5462962962962963,0.059000000000000004,6.941176414489746,4.866602897644043,1.426829218864441,0.6672309637069702,0.947499930858612,0.01874537393450737,0.1860000044107437,0.01197218894958496,9.206750869750977,3.520442247390747,0.057947386056184776,0.0840601846575737,0.04030461609363556,0.07319862395524979,0.004629629198461771,0.01523156464099884,0.19500000774860385,0.007071067113429308,,,,,,,,,,,,,,,,,
14,0.011349091306328772,0.007512731943279505,3.5849568843841557,1.5505153214689924e-06,0.038,0.7214370965957642,0.23007394373416898,0.0,0.03862249851226807,0.03471880033612251,3.3219280948873617,0.14589066803455353,0.1035204529762268,0.0007167773437686265,0.0009834524244070053,0.005520282778888941,0.012127961032092571,11.400915502303189,0.10000000149011612,0.0,0.111769899725914,0.058905303478240974,0.8428019285202026,0.08416001498699187,0.04566589370369911,26.315789473684212,0.09598726034164427,0.053104806691408164,6.6155104637146,0.23040829598903656,0.11259553581476213,0.6362909078598022,0.06997289508581161,0.03795016929507256,0.3819513618946075,0.14996470510959625,0.13203206658363342,0.06846331804990767,0.12622766196727753,0.06987199932336807,0.0031921565532684326,0.002479226561263204,0.2913737893104553,0.23040825128555295,76,0,0,10,0.00631578947367313,9,2000,0,76,69,11.303633401555256,,0.3787591755390167,0.1483534723520279,0.06710795313119887,0.032099265605211265,0.005857333297368099,0.5438839793205261,0.2488123029470444,1.6150988813024012e-06,5.298020369082224e-07,0.12739264965057373,0.06888200342655182,0.005520282778888941,0.005878874100744724,5.040480574905418e-05,0.19099998474121094,0.008096635341644287,0.2225000113248825,0.029556909576058388,237.0,11.185653686523438,3.3885598182678223,0.0042194100096821785,0.012423849664628506,311407.5625,783950.9375,0.10000000149011612,0.05213622376322746,0.8060000538825989,0.02389792911708355,0.765999972820282,0.02601281926035881,236.0,3.1052631578947367,0.11800000000000001,12.421052932739258,8.617267608642576,3.2285714149475098,2.154680728912353,0.8269999623298645,0.021239379420876503,0.15150000154972074,0.02625198103487492,10.211416244506836,3.62923002243042,0.05177756026387215,0.0751764252781868,0.023157577961683273,0.04941793903708458,0.013157894834876059,0.027273885905742645,0.13700000941753387,0.0249666441231966,,,,,,,,,,,,,,,,,
15,0.21167609095573425,0.16132374107837674,1.6732922792434692,0.8517021536827087,0.012875536480686695,,,0.0,0.27691155672073364,0.16676083207130432,0.9293179372497984,,,,,,,2.159787063805028,0.5,0.21951670944690704,,,,,,77.66666666666667,,,2.1723279953002934,0.6918353438377379,,,,,,,,,,,,,0.4302822053432465,0.2097529023885727,9,0,0,2,0.5555555554783951,1,699,1,9,5,2.888825060161526,,,,,,,,,0.09309954196214676,0.02132573351264,2.2583794593811035,0.8609917163848877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.008654044009745121,0.0034985824022442107,3.584956645965576,1.081364985111577e-06,0.032,0.8098471164703369,0.1144689992070198,0.0,0.036046609282493584,0.025178888812661167,3.3219280948873617,0.1072004735469818,0.08336768299341203,0.5524603128433228,0.9243396520614624,6.491588592529298,13.013809204101562,12.060030436464036,0.10000000149011612,0.0,,,22.83385467529297,,,31.25,2.9604337215423584,2.0538280010223393,6.6314353942871085,0.18086698651313785,-0.05149001628160477,0.25343790650367737,2.1821022033691406,1.492337703704834,6.89372444152832,3.9036383628845215,0.05308474600315094,0.7394593358039856,0.045688554644584656,0.7425865530967712,-6.756514549255371,3.373929262161255,0.2754493951797485,0.1808668076992035,64,0,0,10,0.0004960317460305159,9,2000,28,64,61,12.014937217849276,,13.650238990783693,7.023282527923584,2.1526627540588383,1.3737239837646484,1.851103419708128,-0.004279248882085085,0.16445839405059814,1.5170674032560785e-06,5.363523669643656e-08,0.04625144228339195,0.7426381111145021,6.491588592529298,9.755558013916016,1.2562743623196692e-05,0.1879999935626984,0.007527724839746951,0.2795000076293945,0.026294276118278503,186.0,9.172042846679688,2.213587760925293,0.005376344081014396,0.015125805512070656,26000.337890625,38869.72265625,0.10000000149011612,0.023256098851561543,0.9510000348091124,0.011972191743552685,0.9389999508857728,0.021959548816084862,185.0,2.890625,0.0925,13.214285850524902,10.482063293457033,3.236363649368286,2.340968608856201,0.9739998579025269,0.011972207576036452,0.15699999034404755,0.02311805449426174,8.199460983276367,2.573902368545532,0.07865150272846222,0.08956898003816605,0.033042989671230316,0.04568686708807945,0.015625,0.02968605980277061,0.15449999272823334,0.016741497442126274,,,,,,,,,,,,,,,,,
18,0.2498230040073395,0.2026091068983078,2.6010475158691406,1.1132057905197144,0.003,0.6018713712692261,0.3431772589683533,0.0,0.452614426612854,0.32442232966423035,3.3219280948873617,0.572757363319397,0.3213095963001251,6498.5537109375,23504.32421875,2353407.5,5764630.5,2.6814931207526422,0.10000000149011612,0.0,,,1720.8843994140625,695.152099609375,1628.299072265625,333.3333333333333,1006.6428833007812,2443.653564453125,4.684140682220459,1.02084219455719,-0.5403572916984558,0.4127961695194245,708.3668823242188,1721.29248046875,2969.839111328125,7154.2451171875,1052.6998291015623,2500.476318359375,901.68701171875,2133.722412109375,256.69781494140625,580.8272705078125,1.2388352155685425,0.2768004834651947,6,0,0,10,0.7333333330888888,6,2000,0,6,1,1.0995912406086523,,2713.141357421875,6574.396484375,630.9071044921875,1531.8082275390625,,0.5307703018188477,0.3663418591022492,0.10697010159492493,0.13428187370300293,960.9828491210938,2278.14208984375,2353407.75,5764340.0,0.0015175376020758365,0.1979999989271164,0.004830459598451853,0.2970000207424164,0.07208020240068436,514.0,16.147859573364258,7.262921333312987,0.001945525291375816,0.0067263375967741,14608829440.0,95672745984.0,0.09999999403953552,0.08363596349954605,0.7389999628067017,0.018973665311932564,0.6944999694824219,0.026920672506093982,513.0,85.5,0.2565,14.25,12.842729568481445,102.1999969482422,88.83524322509766,0.445499986410141,0.026609310880303383,0.19699998199939728,0.004830460529774427,15.164556503295898,7.38004732131958,0.026830671355128292,0.04973449185490608,0.009833157993853092,0.0361524373292923,0.1666666567325592,0.07564546912908554,0.19749999046325686,0.004859128035604954,,,,,,,,,,,,,,,,,
22,0.029357077553868294,0.06805448979139328,3.5849571228027344,1.418366196048737e-06,0.0235,0.7160987854003906,0.25578629970550537,0.0,0.05397893860936165,0.0241114292293787,3.3219280948873617,0.25776731967926025,0.21297228336334229,386.5445861816406,828.0089721679688,2910.4384765625,7370.015625,8.331038598282442,0.10000000149011612,0.0,76.10955047607422,100.6161880493164,695.8377075195312,59.27452850341797,97.41204833984376,42.5531914893617,56.50729370117188,51.86985397338867,6.508143424987793,0.17152056097984314,0.7268303632736206,1.4168759584426882,40.9875602722168,37.67096710205078,221.2252349853516,207.4585266113281,88.63642120361328,105.16803741455078,83.48502349853516,103.6820297241211,13.034600257873535,49.827003479003906,0.3987411856651306,0.17152024805545807,47,0,0,10,0.1267345050872954,9,2000,0,47,40,7.99068567083946,,208.19061279296875,186.0390625,40.12545776367188,36.45073318481445,,0.7896441817283629,0.4869306683540344,4.273884314898169e-06,3.892503627866971e-06,84.67692565917969,104.00831604003906,2910.4384765625,3886.029296875,0.00011890223103566218,0.18549999594688416,0.006851597223430872,0.1835000216960907,0.01886354386806488,347.0,15.530259132385256,9.656892776489258,0.002881844295188785,0.009532899595797062,263376554950656.0,2463352185946112.0,0.10000000149011612,0.07401161640882492,0.8140000104904175,0.03264285996556282,0.7265000343322754,0.018416479229927063,346.0,7.361702127659575,0.17300000000000001,6.653846263885497,8.844816207885742,7.41304349899292,3.3834636211395264,0.8000000119209291,0.021858133375644684,0.16899999976158142,0.016799470409750942,14.554112434387207,9.739766120910645,0.0183517336845398,0.046418193727731705,0.015978192910552025,0.04217502474784851,0.021276595070958138,0.026690522208809853,0.16099998354911804,0.02208569087088108,,,,,,,,,,,,,,,,,
23,0.03292977437376976,0.045484110713005066,1.5913807153701782,0.9861693978309632,0.006109979633401222,0.32866257429122925,0.09589415788650513,0.0,0.019023515284061432,0.009411961771547794,1.5390345832497476,0.1768960952758789,0.1517072468996048,0.5174462795257568,1.7413253784179688,8.55904483795166,22.879568099975586,43.151781008076384,0.3333333432674408,0.1011609435081482,,,1.6566495895385742,3.38400673866272,10.152020454406738,163.66666666666666,2.5555555820465092,4.0345730781555185,3.0947496891021733,0.9644856452941896,0.9183725714683532,3.09006404876709,1.8120665550231931,2.849696159362793,8.88888931274414,15.751543998718262,5.014859676361084,10.36773681640625,5.0,10.173495292663574,1.7777777910232544,5.333333015441895,0.035665612667799,0.02564188838005066,9,3,0,3,0.05555555554783951,2,1473,0,9,5,43.619472086415044,,7.111111164093018,10.775486946105957,1.7011139392852783,2.524562120437622,1.0444744907804369,-0.13530614972114566,1.5582191944122314,0.2879697680473328,0.17916856706142426,5.013684749603272,10.147601127624512,8.559045791625978,22.23809814453125,0.7854620814524854,0.4270256459712982,0.0021418379619717602,0.38825869560241705,0.03128962591290474,685.0,13.569342613220215,3.5745928287506104,0.001459853956475854,0.002735511166974902,6896859.5,26983930.0,0.3333333432674408,0.03603601828217506,0.511854350566864,0.03116967715322972,0.4664095342159271,0.038013860583305366,684.0,76.0,0.4643584521384929,29.7391300201416,25.26625061035156,55.875,32.79563522338867,0.4609435498714447,0.04108824580907822,0.4392751753330231,0.02697423100471497,12.579985618591307,3.82412052154541,0.04156966879963875,0.05579743906855583,0.007962911389768124,0.030237652361392975,0.1111111119389534,0.097216434776783,0.4270256459712982,0.0021418379619717602,,,,,,,,,,,,,,,,,
